Titans,Titans,0.0
Titans,Giants,756.3403038857662
Titans,Steelers,470.18084163771294
Titans,Panthers,338.10215341230247
Titans,Ravens,593.9987182331657
Titans,Buccaneers,617.9981294605063
Titans,Colts,250.31249088876075
Titans,Vikings,696.2490307539307
Titans,Cardinals,1451.6660734181335
Titans,Cowboys,632.820164971163
Titans,Falcons,213.64446972920882
Titans,Jets,756.3403038857662
Titans,Broncos,1021.745938874135
Titans,Dolphins,803.2554778705454
Titans,Eagles,681.0243448908174
Titans,Bears,395.8709450769228
Titans,Patriots,923.9242775670407
Titans,Washington,574.0979705925951
Titans,Packers,579.4556810287812
Titans,Chargers,1735.9879452548175
Titans,Saints,469.86931595584645
Titans,Texans,671.0063234444892
Titans,Bills,623.2938257542336
Titans,Forty-Niners,1956.4893254246754
Titans,Jaguars,500.4257507113996
Titans,Browns,458.4139347674705
Titans,Raiders,1578.700767882643
Titans,Chiefs,466.24166968753786
Titans,Rams,1782.8134568422993
Titans,Seahawks,1969.2575392213953
Titans,Bengals,236.84504890323132
Titans,Lions,470.37735783890116
Giants,Titans,756.3403038857662
Giants,Giants,0.0
Giants,Steelers,312.1579095285588
Giants,Panthers,533.1534429592082
Giants,Ravens,171.24153444341837
Giants,Buccaneers,1006.7350164710128
Giants,Colts,640.2178525991089
Giants,Vikings,1009.1587588123238
Giants,Cardinals,2142.320080118705
Giants,Cowboys,1383.8367400345858
Giants,Falcons,746.6398278983886
Giants,Jets,0.0
Giants,Broncos,1623.143735933398
Giants,Dolphins,1084.6278446415993
Giants,Eagles,85.15666767445761
Giants,Bears,704.9102269021965
Giants,Patriots,170.22531296208885
Giants,Washington,197.76314518782522
Giants,Packers,753.2607081832842
Giants,Chargers,2418.093178782673
Giants,Saints,1168.834448550058
Giants,Texans,1421.3845398075402
Giants,Bills,277.65823780032053
Giants,Forty-Niners,2558.665416465118
Giants,Jaguars,838.6566164058648
Giants,Browns,398.99706135505426
Giants,Raiders,2225.82653696895
Giants,Chiefs,1084.8128436783045
Giants,Rams,2447.5070491849397
Giants,Seahawks,2393.834068747233
Giants,Bengals,564.713099073275
Giants,Lions,474.861018969151
Steelers,Titans,470.18084163771294
Steelers,Giants,312.1579095285588
Steelers,Steelers,0.0
Steelers,Panthers,363.3565532968902
Steelers,Ravens,197.08234300553372
Steelers,Buccaneers,872.5771484458008
Steelers,Colts,328.06142391029516
Steelers,Vikings,739.7996926451908
Steelers,Cardinals,1830.2959248629447
Steelers,Cowboys,1082.92246767
Steelers,Falcons,520.993646454387
